일시,광진구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20190617,10.674,234002.0,230682.0,21.7,18.1,26.2,0.33,0.0,4.1,2.3,59.1,0.0,0.0,51,116553.0,157.9308943089431,738.0
20190618,5.768,232259.0,227040.0,20.8,17.0,24.8,11.33,13.8,4.0,1.5,78.6,0.0,0.0,51,118870.0,161.94822888283375,734.0
20190619,10.262,236670.0,231996.0,21.4,18.9,25.4,2.08,0.2,4.1,1.9,77.8,0.0,0.0,51,119766.0,162.06495263870096,739.0
20190620,11.632,247735.0,242876.0,22.7,19.8,27.8,0.0,0.0,4.2,1.9,70.6,0.0,0.0,51,122171.0,165.99320652173913,736.0
20190621,10.236,256258.0,254783.0,22.1,19.4,26.1,0.92,0.2,3.7,1.7,72.9,0.0,0.0,51,122869.0,167.39645776566758,734.0
20190622,11.234,229313.0,229297.0,24.2,17.7,30.6,0.0,0.0,2.9,1.5,42.3,0.0,0.0,51,100022.0,135.16486486486485,740.0
20190623,10.24,171403.0,171294.0,25.0,19.1,31.0,0.0,0.0,4.4,1.8,40.4,0.0,0.0,51,77686.0,105.26558265582656,738.0
20190624,10.468,235143.0,230937.0,25.2,20.9,30.9,0.0,0.0,4.1,2.0,46.9,0.0,0.0,51,118615.0,160.94301221166893,737.0
20190625,10.684,237084.0,233729.0,25.6,19.5,32.8,0.0,0.0,4.2,1.6,49.1,0.0,0.0,51,120678.0,163.29905277401895,739.0
20190626,10.132,234567.0,230566.0,25.5,20.7,29.5,1.67,0.0,3.1,1.3,52.6,0.0,0.0,51,122293.0,166.15896739130434,736.0
20190627,9.886,231289.0,227622.0,25.5,21.9,31.2,3.33,1.4,3.5,1.4,70.5,0.0,0.0,51,120357.0,163.3066485753053,737.0
20190628,9.216,246780.0,245611.0,24.7,22.3,29.0,2.75,0.0,3.8,1.7,67.3,0.0,0.0,51,124446.0,168.6260162601626,738.0
20190629,8.404,199557.0,201589.0,23.1,19.6,27.7,8.75,1.5,3.2,1.2,72.0,0.0,0.0,51,95881.0,129.3940620782726,741.0
20190630,9.952,160204.0,159831.0,23.9,20.9,28.5,0.17,0.0,4.5,2.3,73.5,0.0,0.0,51,75722.0,102.74355495251018,737.0
20190701,11.342,228759.0,225036.0,23.9,20.6,28.9,0.0,0.0,5.2,2.3,64.4,0.0,0.0,51,118683.0,160.59945872801083,739.0
20190702,11.616,231955.0,228384.0,24.4,20.8,30.1,0.0,0.0,4.3,2.3,63.5,0.0,0.0,51,121128.0,164.57608695652175,736.0
20190703,11.986,232707.0,229018.0,24.1,21.2,27.4,0.0,0.0,3.8,1.7,64.6,0.0,0.0,51,121812.0,165.280868385346,737.0
20190704,11.492,236741.0,232381.0,25.4,20.0,32.8,0.0,0.0,4.5,1.9,59.6,0.0,0.0,51,122153.0,165.96875,736.0
20190705,10.114,248782.0,248909.0,27.6,20.2,35.0,0.83,0.0,4.3,1.5,42.1,0.0,0.0,51,126052.0,170.80216802168022,738.0
20190706,9.422,212269.0,215308.0,29.7,24.6,36.1,0.0,0.0,3.9,1.7,40.9,0.0,0.0,51,96925.0,131.69157608695653,736.0
20190707,9.678,160489.0,158853.0,26.7,22.7,32.5,0.0,0.0,3.3,2.2,43.3,0.0,0.0,51,75528.0,102.6195652173913,736.0
20190708,11.57,227513.0,224916.0,25.1,21.2,31.0,0.0,0.0,3.3,2.0,46.6,0.0,0.0,51,118307.0,160.30758807588077,738.0
20190709,11.572,234849.0,230275.0,25.0,19.7,30.0,0.0,0.0,3.1,1.8,46.4,0.0,0.0,51,120012.0,162.83853459972863,737.0
20190710,5.312,229708.0,226732.0,22.7,19.3,27.3,10.83,8.5,3.3,2.0,64.1,0.0,0.0,51,122312.0,166.18478260869566,736.0
20190711,7.154,230383.0,225514.0,21.9,19.5,25.9,10.92,2.9,2.8,1.3,76.9,0.0,0.0,51,119916.0,162.4878048780488,738.0
20190712,11.52,251141.0,251029.0,23.6,20.0,28.7,0.0,0.0,4.4,2.0,65.5,0.0,0.0,51,125141.0,169.797829036635,737.0
20190713,10.212,210170.0,211822.0,24.9,22.1,29.7,0.33,0.0,3.9,1.7,67.3,0.0,0.0,51,97461.0,131.88227334235452,739.0
20190714,9.814,162346.0,161565.0,25.9,21.2,31.6,0.0,0.0,3.8,1.6,64.6,0.0,0.0,51,75656.0,103.07356948228885,734.0
20190715,6.464,220305.0,217111.0,23.8,22.1,27.4,6.83,7.7,3.0,1.1,80.0,0.0,0.0,51,114233.0,155.8431105047749,733.0
20190716,9.084,229045.0,225467.0,24.7,21.4,28.8,2.0,6.3,3.4,1.3,79.0,0.0,0.0,51,121811.0,165.27951153324287,737.0
20190717,9.25,231905.0,228138.0,25.6,22.3,29.2,0.42,0.7,2.9,1.2,73.9,0.0,0.0,51,123514.0,167.36314363143632,738.0
20190718,9.444,232689.0,228390.0,26.9,23.3,32.1,0.0,0.0,3.2,1.2,65.0,0.0,0.0,51,123404.0,167.44097693351424,737.0
20190719,9.274,247937.0,247222.0,28.6,22.8,35.0,0.25,0.0,4.6,1.5,61.3,0.0,0.0,51,126022.0,171.22554347826087,736.0
20190720,7.216,204869.0,206043.0,28.0,25.1,31.9,7.33,1.1,3.6,2.1,66.9,0.0,0.0,51,94946.0,128.1322537112011,741.0
20190721,5.762,149292.0,149621.0,25.1,24.2,27.0,12.33,6.2,4.4,2.2,87.1,0.0,0.0,51,72820.0,98.80597014925372,737.0
20190722,9.81,225488.0,222841.0,26.7,24.2,31.0,1.25,0.1,3.6,2.2,74.6,0.0,0.0,51,118463.0,161.39373297002726,734.0
20190723,9.806,224549.0,221420.0,28.1,24.4,32.9,0.0,0.0,3.6,1.7,70.8,0.0,0.0,51,118225.0,160.63179347826087,736.0
20190724,7.898,222739.0,219349.0,26.5,25.2,27.2,11.75,1.0,3.4,1.6,82.3,0.0,0.0,51,119485.0,162.34375,736.0
20190725,4.474,221199.0,218822.0,26.3,25.6,27.4,12.38,9.7,3.4,1.2,90.1,0.0,0.0,51,117689.0,159.90353260869566,736.0
20190726,3.004,223617.0,222130.0,25.1,23.7,25.9,19.0,60.0,4.5,1.7,95.3,0.0,0.0,51,114797.0,155.34100135317996,739.0
20190727,5.786,187418.0,190248.0,28.4,24.9,33.4,3.5,0.6,3.9,1.3,76.6,0.0,0.0,51,93325.0,126.45663956639568,738.0
20190728,2.95,135832.0,136646.0,26.1,25.0,28.2,15.42,25.6,4.8,2.2,88.3,0.0,0.0,51,66293.0,89.94979647218453,737.0
20190729,8.408,220877.0,218604.0,27.5,25.6,30.0,0.75,0.5,5.0,2.6,74.5,0.0,0.0,51,114155.0,155.52452316076295,734.0
20190730,8.772,220870.0,218302.0,28.1,26.3,30.8,3.08,1.2,5.9,3.4,75.3,0.0,0.0,51,115308.0,156.45590230664857,737.0
20190731,3.44,211621.0,209863.0,25.8,24.0,27.5,14.92,62.3,5.3,2.2,91.1,0.0,0.0,51,112242.0,152.50271739130434,736.0
20190801,7.264,221534.0,219842.0,26.3,23.5,30.1,8.75,26.9,4.6,1.7,86.4,0.0,0.0,51,113584.0,154.7465940054496,734.0
20190802,7.918,230759.0,232222.0,28.4,24.7,33.1,0.0,0.0,3.0,1.2,74.6,0.0,0.0,51,115882.0,157.6625850340136,735.0
20190803,6.532,179290.0,181694.0,29.4,25.6,36.0,1.08,3.0,4.5,1.3,69.0,0.0,0.0,51,87010.0,117.89972899728996,738.0
20190804,6.078,142230.0,141171.0,28.3,25.0,34.4,1.67,8.6,3.3,1.2,75.9,0.0,0.0,51,69419.0,94.44761904761904,735.0
20190805,8.208,212929.0,209937.0,30.5,25.6,35.9,0.0,0.0,3.2,1.1,65.5,0.0,0.0,51,112458.0,152.7961956521739,736.0
20190806,8.096,217007.0,213990.0,31.6,27.9,36.8,0.0,0.0,2.8,1.5,51.4,0.0,0.0,51,114879.0,155.87381275440976,737.0
20190807,6.086,216025.0,213468.0,26.9,23.9,30.3,10.42,8.0,2.8,1.2,78.1,0.0,0.0,51,116310.0,157.17567567567568,740.0
20190808,8.576,223816.0,221006.0,28.9,25.9,32.7,0.25,0.0,3.6,1.6,71.4,0.0,0.0,51,117730.0,160.61391541609822,733.0
20190809,7.796,238060.0,239445.0,29.8,26.0,34.6,0.0,0.0,4.1,1.3,69.0,0.0,0.0,51,121303.0,163.922972972973,740.0
20190810,6.878,189078.0,191064.0,31.5,26.6,36.5,0.0,0.0,3.4,1.5,57.9,0.0,0.0,51,94151.0,127.5758807588076,738.0
20190811,6.282,147975.0,147468.0,30.4,26.3,35.7,4.08,6.7,4.1,2.5,53.6,0.0,0.0,51,73594.0,100.26430517711172,734.0
20190812,3.108,207528.0,205476.0,26.6,24.8,28.5,17.92,56.2,2.3,1.3,91.8,0.0,0.0,51,112551.0,152.9225543478261,736.0
20190813,7.924,222018.0,218896.0,29.2,25.1,35.3,0.25,6.4,4.7,1.5,76.9,0.0,0.0,51,118685.0,161.69618528610354,734.0
20190814,8.56,231711.0,232448.0,30.4,25.9,35.7,0.0,0.0,3.1,1.5,63.9,0.0,0.0,51,123674.0,167.3531799729364,739.0
20190815,3.484,144614.0,145096.0,25.9,23.9,28.6,9.75,16.2,2.7,1.3,82.0,0.0,0.0,51,74446.0,101.14945652173913,736.0
20190816,9.048,221537.0,221558.0,25.9,23.0,29.5,1.5,0.1,5.0,2.2,74.5,0.0,0.0,51,117661.0,160.0829931972789,735.0
20190817,9.644,189475.0,190697.0,25.9,23.4,28.8,0.25,0.0,4.6,2.5,69.5,0.0,0.0,51,93357.0,126.15810810810812,740.0
20190818,9.75,157328.0,156514.0,25.6,22.6,30.7,0.0,0.0,3.2,1.7,66.5,0.0,0.0,51,74958.0,101.5691056910569,738.0
20190819,10.34,224038.0,220946.0,26.3,21.2,31.3,0.0,0.0,2.7,1.1,60.6,0.0,0.0,51,120191.0,163.9713506139154,733.0
20190820,10.72,228596.0,225157.0,28.2,23.2,32.8,0.0,0.0,3.2,1.5,56.3,0.0,0.0,51,123384.0,167.86938775510205,735.0
20190821,6.704,226469.0,223149.0,27.0,24.4,30.4,4.92,1.3,3.2,1.2,67.3,0.0,0.0,51,123808.0,168.90586630286495,733.0
20190822,10.754,231436.0,229107.0,26.9,23.0,31.4,0.0,0.0,4.4,1.7,66.5,0.0,0.0,51,123136.0,166.4,740.0
20190823,11.324,247927.0,247199.0,26.2,22.7,30.5,0.0,0.0,4.4,2.1,58.4,0.0,0.0,51,126648.0,172.5449591280654,734.0
20190824,11.938,216651.0,219618.0,24.1,21.5,27.3,0.0,0.0,3.5,1.5,60.9,0.0,0.0,51,98711.0,134.85109289617486,732.0
20190825,10.942,162685.0,161681.0,25.0,20.2,29.9,0.0,0.0,4.0,1.5,66.6,0.0,0.0,51,76160.0,103.33785617367708,737.0
20190826,11.198,227212.0,223144.0,26.4,21.5,32.1,0.0,0.0,4.0,1.2,63.8,0.0,0.0,51,121201.0,164.0067658998647,739.0
20190827,10.328,226052.0,222197.0,25.7,22.2,29.3,6.17,20.0,2.5,1.0,71.1,0.0,0.0,51,121570.0,165.40136054421768,735.0
20190828,10.488,232896.0,229426.0,26.1,23.6,30.2,0.0,0.0,4.3,1.9,66.2,0.0,0.0,51,123773.0,168.16983695652175,736.0
20190829,7.0,223972.0,219810.0,23.4,20.1,26.4,3.33,36.9,7.5,2.2,77.1,0.0,0.0,51,119259.0,162.4782016348774,734.0
20190830,9.764,249524.0,249310.0,22.6,19.5,27.0,2.0,0.2,5.0,2.4,66.3,0.0,0.0,51,126550.0,171.4769647696477,738.0
20190831,12.842,223304.0,224837.0,23.5,18.5,28.9,0.0,0.0,4.7,1.9,65.0,0.0,0.0,51,100583.0,136.29132791327913,738.0
20190901,12.422,167969.0,167659.0,23.7,19.2,27.8,0.0,0.0,2.9,1.4,64.0,0.0,0.0,51,77114.0,105.49110807113544,731.0
20190902,12.154,237284.0,233556.0,24.4,19.4,29.7,0.0,0.0,3.5,1.6,56.6,0.0,0.0,51,122692.0,166.47489823609226,737.0
20190903,9.558,237205.0,233588.0,24.1,22.0,28.0,2.33,0.0,3.8,2.3,67.6,0.0,0.0,51,125404.0,170.15468113975578,737.0
20190904,3.848,230827.0,226522.0,22.8,21.2,25.5,11.58,22.7,4.5,2.5,89.0,0.0,0.0,51,123905.0,168.3491847826087,736.0
20190905,4.036,230599.0,225669.0,23.0,21.5,27.6,9.17,36.4,5.0,2.0,91.4,0.0,0.0,51,120933.0,164.3111413043478,736.0
20190906,2.02,250039.0,247599.0,25.3,21.6,29.1,7.08,2.4,3.4,2.1,79.8,0.0,0.0,51,129874.0,175.5054054054054,740.0
20190907,0.0,137805.0,137744.0,25.7,22.6,29.5,17.92,2.8,11.8,6.0,72.9,0.0,0.0,51,75255.0,102.3877551020408,735.0
20190908,5.83,153063.0,156371.0,24.7,22.9,27.3,0.58,0.0,4.8,1.9,76.9,0.0,0.0,51,79617.0,107.7361299052774,739.0
20190909,8.448,234907.0,232715.0,25.1,22.4,28.0,2.17,0.0,3.6,1.7,74.3,0.0,0.0,51,125183.0,169.85481682496606,737.0
20190910,2.808,231978.0,229628.0,23.8,22.1,26.5,19.0,63.2,4.0,2.4,93.4,0.0,0.0,51,122955.0,166.60569105691056,738.0
20190911,9.79,253030.0,257517.0,24.3,20.4,28.7,6.67,7.6,4.7,3.1,71.4,0.0,0.0,51,125709.0,169.64777327935224,741.0
20190912,4.568,116922.0,127112.0,21.0,18.7,22.9,10.5,3.9,4.8,2.6,72.3,0.0,0.0,51,55348.0,75.6120218579235,732.0
20190913,7.716,110011.0,108864.0,23.3,18.3,29.3,0.83,0.1,3.5,1.7,60.4,0.0,0.0,51,46290.0,63.15143246930423,733.0
20190914,6.166,139771.0,137511.0,22.4,20.8,24.1,3.0,0.3,2.9,1.2,80.0,0.0,0.0,51,58865.0,80.63698630136986,730.0
20190915,10.864,155765.0,156211.0,24.2,19.5,30.0,0.0,0.0,4.1,1.7,70.4,0.0,0.0,51,71524.0,97.84404924760602,731.0
20190916,12.074,232684.0,231081.0,24.5,20.7,30.5,0.0,0.0,4.5,2.1,53.0,0.0,0.0,51,118982.0,161.88027210884354,735.0
20190917,11.324,240492.0,237368.0,23.5,18.0,29.0,0.0,0.0,4.4,2.1,41.6,0.0,0.0,51,123256.0,167.4673913043478,736.0
20190918,11.946,242749.0,240288.0,21.0,16.0,25.4,0.0,0.0,4.9,3.1,46.0,0.0,0.0,51,124068.0,169.0299727520436,734.0
20190919,12.352,246717.0,242331.0,19.5,13.6,26.0,0.0,0.0,4.3,1.9,46.5,0.0,0.0,51,123116.0,167.05020352781546,737.0
20190920,12.08,264509.0,260599.0,19.6,15.8,24.2,0.0,0.0,3.5,2.1,52.8,0.0,0.0,51,126249.0,172.23601637107777,733.0
20190921,11.564,228073.0,228458.0,19.6,18.3,22.1,0.0,0.0,3.7,2.0,60.3,0.0,0.0,51,99946.0,135.42818428184282,738.0
20190922,4.53,143411.0,147233.0,18.6,17.3,19.6,6.33,0.4,6.4,3.8,63.4,0.0,0.0,51,69953.0,94.78726287262872,738.0
20190923,10.918,238808.0,236905.0,20.0,16.9,24.6,0.0,0.0,5.0,2.2,51.1,0.0,0.0,51,119497.0,161.70094722598105,739.0
20190924,11.058,242367.0,239645.0,19.8,13.9,26.5,0.0,0.0,3.5,1.8,61.3,0.0,0.0,51,121510.0,165.77080491132332,733.0
20190925,11.736,244726.0,241376.0,20.9,14.8,27.4,0.0,0.0,3.0,1.4,64.4,0.0,0.0,51,123778.0,167.94843962008142,737.0
20190926,11.098,246178.0,241074.0,22.9,17.7,29.0,0.0,0.0,3.3,1.9,59.3,0.0,0.0,51,122769.0,167.0326530612245,735.0
20190927,11.208,261385.0,257554.0,22.9,19.6,27.0,0.0,0.0,3.1,1.9,57.5,0.0,0.0,51,124519.0,169.18342391304347,736.0
20190928,11.724,240640.0,241920.0,23.7,19.4,29.2,0.0,0.0,3.3,1.7,58.9,0.0,0.0,51,102437.0,139.3700680272109,735.0
20190929,12.014,174264.0,177296.0,22.6,17.9,28.6,0.0,0.0,4.0,1.7,60.6,0.0,0.0,51,80332.0,109.14673913043478,736.0
20190930,11.436,236636.0,234303.0,22.4,16.4,29.9,0.0,0.0,3.4,1.6,61.0,0.0,0.0,51,120432.0,163.6304347826087,736.0
20191001,11.316,238092.0,233820.0,23.1,17.6,28.2,0.0,0.0,4.4,1.8,67.1,0.0,0.0,51,121760.0,164.31848852901484,741.0
20191002,3.418,244798.0,242008.0,21.6,20.0,24.2,14.17,23.1,5.5,3.0,88.0,0.0,0.0,51,124862.0,168.96075778078483,739.0
20191003,9.416,173187.0,171947.0,22.4,19.8,27.3,8.33,4.6,4.9,2.8,73.4,0.0,0.0,51,81476.0,110.55088195386703,737.0
20191004,11.582,257494.0,255299.0,22.4,18.0,27.8,0.0,0.0,3.9,2.1,71.5,0.0,0.0,51,122277.0,166.13722826086956,736.0
20191005,10.398,227615.0,227985.0,18.7,14.7,21.9,3.13,0.6,4.6,2.9,72.6,0.0,0.0,51,95760.0,129.0566037735849,742.0
20191006,10.49,171106.0,173374.0,18.1,13.2,22.7,0.0,0.0,4.8,2.9,53.4,0.0,0.0,51,74400.0,101.50068212824011,733.0
20191007,2.7,222812.0,220381.0,14.8,13.3,17.9,17.17,25.4,3.6,1.8,92.0,0.0,0.0,51,117716.0,159.94021739130434,736.0
20191008,9.642,250656.0,249580.0,14.7,10.6,19.8,0.0,0.0,6.2,2.6,58.8,0.0,0.0,51,122478.0,166.41032608695653,736.0
20191009,10.722,189134.0,187058.0,13.6,7.7,20.4,0.0,0.0,3.8,1.7,48.3,0.0,0.0,51,85164.0,116.02724795640329,734.0
20191010,9.974,238568.0,234021.0,15.2,10.7,19.8,0.0,0.0,2.8,1.3,60.9,0.0,0.0,51,120975.0,164.59183673469389,735.0
20191011,11.334,257501.0,255204.0,18.8,13.0,26.1,0.0,0.0,4.9,1.9,60.0,0.0,0.0,51,123972.0,168.21166892808685,737.0
20191012,10.616,230866.0,232425.0,17.9,13.3,23.3,0.0,0.0,6.7,3.5,49.3,0.0,0.0,51,99591.0,134.76454668470907,739.0
20191013,10.884,175066.0,174848.0,17.2,12.1,23.8,0.0,0.0,4.1,1.9,52.6,0.0,0.0,51,78532.0,107.13778990450204,733.0
20191014,9.502,236316.0,233853.0,14.4,9.5,19.6,0.0,0.0,5.1,2.5,56.9,0.0,0.0,51,118641.0,161.19701086956522,736.0
20191015,10.518,237395.0,233924.0,14.5,8.8,20.4,0.0,0.0,4.3,1.6,55.6,0.0,0.0,51,119579.0,162.47146739130434,736.0
20191016,10.29,233538.0,230978.0,14.6,9.0,20.8,0.0,0.0,3.6,1.6,58.3,0.0,0.0,51,121950.0,165.2439024390244,738.0
20191017,10.51,240086.0,235145.0,15.4,11.2,21.6,0.0,0.0,3.5,1.7,56.0,0.0,0.0,51,120451.0,164.10217983651225,734.0
20191018,10.792,253883.0,251736.0,17.0,12.0,22.7,0.0,0.0,4.3,2.4,58.3,0.0,0.0,51,122536.0,166.4891304347826,736.0
20191019,11.246,235396.0,234988.0,17.0,12.1,23.1,0.0,0.0,3.7,1.8,63.8,0.0,0.0,51,100019.0,135.1608108108108,740.0
20191020,10.808,171107.0,171745.0,16.5,12.0,22.9,0.0,0.0,3.0,1.3,70.3,0.0,0.0,51,77165.0,105.12942779291554,734.0
20191021,10.612,230007.0,227492.0,17.1,10.9,24.6,0.0,0.0,2.4,1.0,61.0,0.0,0.0,51,117936.0,159.8048780487805,738.0
20191022,10.44,233370.0,228260.0,18.1,13.3,24.4,0.0,0.0,3.3,1.6,56.1,0.0,0.0,51,119209.0,161.74898236092267,737.0
20191023,10.74,233556.0,229415.0,17.0,14.3,20.7,0.0,0.0,4.4,2.4,57.3,0.0,0.0,51,120217.0,162.89566395663957,738.0
20191024,10.364,243203.0,238048.0,18.3,15.3,23.8,0.0,0.0,5.1,2.7,47.6,0.0,0.0,51,120418.0,162.50742240215925,741.0
20191025,9.242,266073.0,261821.0,16.7,13.1,22.0,1.08,0.0,5.6,2.4,58.0,0.0,0.0,51,125388.0,170.3641304347826,736.0
20191026,9.078,244576.0,245356.0,10.0,6.6,14.9,0.0,0.0,5.2,2.5,60.0,0.0,0.0,51,101636.0,137.90502035278155,737.0
20191027,8.546,181650.0,183605.0,11.0,4.7,17.4,0.0,0.0,4.2,1.6,59.0,0.0,0.0,51,78243.0,107.03556771545828,731.0
20191028,7.69,236248.0,234523.0,12.9,7.4,17.7,2.87,1.7,4.7,2.5,65.9,0.0,0.0,51,119249.0,161.3653585926928,739.0
20191029,7.686,237412.0,233963.0,12.5,8.2,17.6,0.92,0.1,5.2,2.3,61.0,0.0,0.0,51,119783.0,162.30758807588077,738.0
20191030,9.386,239304.0,236464.0,11.2,5.0,17.7,0.0,0.0,3.8,1.6,60.3,0.0,0.0,51,121914.0,164.97158322056833,739.0
20191031,9.108,242870.0,236687.0,14.8,8.4,19.7,0.0,0.0,5.2,2.3,73.8,0.0,0.0,51,120447.0,163.20731707317074,738.0
20191101,8.906,257520.0,255297.0,14.9,11.4,20.5,0.0,0.0,3.9,1.8,57.9,0.0,0.0,51,122089.0,165.43224932249322,738.0
20191102,8.278,222665.0,224625.0,13.6,8.3,18.7,0.0,0.0,2.9,1.5,57.3,0.0,0.0,51,99149.0,134.34823848238483,738.0
20191103,8.296,176228.0,177364.0,14.7,9.4,22.1,0.0,0.0,4.7,2.1,57.8,0.0,0.0,51,77522.0,105.4721088435374,735.0
20191104,9.494,235717.0,233618.0,13.8,9.2,20.3,0.0,0.0,3.7,2.1,57.8,0.0,0.0,51,118104.0,160.68571428571428,735.0
20191105,9.516,237547.0,234323.0,12.4,8.4,18.4,0.0,0.0,3.8,1.6,65.1,0.0,0.0,51,119864.0,163.08027210884353,735.0
20191106,9.138,240376.0,236455.0,11.0,6.3,16.5,0.0,0.0,4.4,1.8,63.6,0.0,0.0,51,120850.0,164.42176870748298,735.0
20191107,8.274,242319.0,237682.0,9.2,5.0,13.6,0.0,0.0,5.3,2.7,42.8,0.0,0.0,51,121707.0,164.24696356275302,741.0
20191108,7.844,256881.0,254826.0,6.8,1.1,13.0,0.0,0.0,4.4,1.9,31.4,0.0,0.0,51,123410.0,167.9047619047619,735.0
20191109,7.838,225825.0,227599.0,9.5,3.5,17.2,0.0,0.0,4.2,1.6,41.4,0.0,0.0,51,98416.0,133.5359565807327,737.0
20191110,5.19,165960.0,167664.0,10.0,6.2,15.3,3.08,11.8,3.8,2.1,59.6,0.0,0.0,51,73336.0,100.18579234972678,732.0
20191111,7.212,231328.0,229923.0,11.2,7.9,15.1,4.08,1.1,4.8,2.4,71.6,0.0,0.0,51,118379.0,161.2792915531335,734.0
20191112,8.356,233626.0,230658.0,9.3,4.8,14.5,0.0,0.0,2.7,1.4,63.6,0.0,0.0,51,118633.0,161.84583901773533,733.0
20191113,4.73,233410.0,230535.0,7.2,3.0,11.3,5.83,7.5,6.0,2.8,72.3,0.0,0.0,51,121758.0,165.20759837177746,737.0
20191114,5.404,238838.0,234741.0,1.3,-2.5,5.0,0.0,0.0,5.8,2.9,30.6,0.0,0.0,51,118980.0,162.31923601637106,733.0
20191115,1.878,248372.0,247927.0,5.6,1.4,7.6,12.33,18.8,3.5,2.0,87.4,0.0,0.0,51,120859.0,163.76558265582656,738.0
20191116,5.904,234435.0,234138.0,6.8,3.8,12.7,0.0,0.0,3.0,1.6,81.3,0.0,5.33,51,95531.0,128.9217273954116,741.0
20191117,1.51,149328.0,152398.0,8.3,5.6,10.5,13.58,21.1,6.4,3.1,79.4,0.0,0.0,51,67930.0,92.67394270122784,733.0
20191118,4.72,232329.0,230444.0,4.6,0.4,12.7,6.25,14.7,7.0,3.9,59.8,0.0,0.0,51,118553.0,160.42354533152908,739.0
20191119,5.166,232616.0,229422.0,0.2,-3.5,4.0,0.5,0.0,5.8,2.8,48.0,0.0,0.0,51,119318.0,161.89687924016283,737.0
20191120,5.362,236220.0,233336.0,0.5,-4.6,6.3,0.0,0.0,4.6,1.8,35.5,0.0,0.0,51,121203.0,164.45454545454547,737.0
20191121,5.822,241591.0,236167.0,4.2,-2.3,9.0,0.0,0.0,4.2,1.9,37.4,0.0,0.0,51,120917.0,164.28940217391303,736.0
20191122,6.732,255189.0,253978.0,9.7,3.0,17.3,0.0,0.0,4.8,2.1,34.1,0.0,0.0,51,122847.0,166.45934959349594,738.0
20191123,7.168,229434.0,228343.0,12.1,7.7,17.7,0.0,0.0,3.6,1.8,52.0,0.0,0.0,51,98230.0,132.56410256410257,741.0
20191124,3.282,163433.0,166613.0,9.8,4.6,15.6,7.58,3.8,6.0,2.2,74.6,0.0,0.0,51,73477.0,100.10490463215258,734.0
20191125,5.262,232298.0,230746.0,1.9,-1.2,6.0,0.0,0.0,5.9,2.7,62.1,0.0,0.0,51,117222.0,158.19433198380565,741.0
20191126,6.276,238032.0,234949.0,6.6,1.2,13.7,0.0,0.0,4.5,2.0,64.0,0.0,0.0,51,119085.0,161.3617886178862,738.0
20191127,5.548,240363.0,237195.0,3.1,0.3,6.8,0.0,0.0,4.6,2.7,50.8,0.0,0.0,51,122184.0,165.33694181326118,739.0
20191128,5.632,241069.0,236010.0,3.5,-0.6,10.4,0.0,0.0,4.3,2.0,52.4,0.0,0.0,51,120784.0,163.4424898511502,739.0
20191129,5.492,254177.0,251047.0,1.5,-3.4,6.9,0.0,0.0,4.0,2.0,42.8,0.0,0.0,51,122650.0,166.4179104477612,737.0
20191130,4.884,217191.0,217453.0,4.1,-1.4,9.3,0.0,0.0,3.4,1.7,42.6,0.0,0.0,51,95610.0,129.37753721244923,739.0
20191201,1.284,146544.0,149181.0,4.6,2.3,6.2,22.0,3.3,4.1,1.6,79.4,0.0,0.0,51,70442.0,95.83945578231292,735.0
20191202,4.076,229491.0,227739.0,-0.1,-3.2,2.8,0.0,0.0,6.2,3.1,48.0,0.0,0.0,51,118357.0,160.59294436906376,737.0
20191203,4.172,230390.0,227416.0,0.5,-5.0,4.2,6.42,0.6,3.6,1.6,61.3,0.0,0.0,51,119590.0,162.7074829931973,735.0
20191204,4.962,236008.0,232834.0,2.0,-2.0,7.2,0.92,0.0,4.4,1.8,41.6,0.0,0.0,51,120289.0,163.65850340136055,735.0
20191205,3.662,237999.0,233358.0,-4.4,-8.5,-0.2,0.0,0.0,6.0,3.2,31.9,0.0,0.0,51,120841.0,164.1861413043478,736.0
20191206,3.38,245587.0,242296.0,-5.9,-10.6,-1.0,0.0,0.0,3.8,1.7,34.5,0.0,0.0,51,120908.0,164.27717391304347,736.0
20191207,2.814,208166.0,209586.0,-2.4,-5.5,1.2,3.75,0.1,3.1,1.7,65.0,0.0,0.0,51,94416.0,127.58918918918918,740.0
20191208,3.012,151818.0,154096.0,-0.9,-5.5,4.9,0.0,0.0,3.2,1.4,65.1,0.0,0.0,51,73144.0,99.5156462585034,735.0
20191209,4.18,230074.0,227601.0,3.2,-1.3,8.0,0.33,0.0,3.9,2.5,56.8,0.0,0.0,51,117437.0,158.69864864864866,740.0
20191210,4.254,234930.0,231668.0,8.1,6.0,10.8,2.08,1.7,3.5,1.2,82.3,0.0,0.0,51,120974.0,163.69959404600812,739.0
20191211,4.222,239570.0,236011.0,6.3,0.1,9.8,1.25,0.2,7.2,3.4,62.0,0.0,0.0,51,122920.0,167.0108695652174,736.0
20191212,4.024,245772.0,240729.0,-0.7,-3.5,3.4,0.0,0.0,4.2,1.8,45.4,0.0,0.0,51,122541.0,165.82002706359947,739.0
