일시,성동구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20190617,8.134,202733.0,203496.0,21.7,18.1,26.2,0.33,0.0,4.1,2.3,59.1,0.0,0.0,56,118428.0,127.068669527897,932.0
20190618,4.318,204590.0,205172.0,20.8,17.0,24.8,11.33,13.8,4.0,1.5,78.6,0.0,0.0,56,120259.0,128.6192513368984,935.0
20190619,7.01,207650.0,208302.0,21.4,18.9,25.4,2.08,0.2,4.1,1.9,77.8,0.0,0.0,56,121385.0,129.8235294117647,935.0
20190620,8.36,210861.0,211685.0,22.7,19.8,27.8,0.0,0.0,4.2,1.9,70.6,0.0,0.0,56,122830.0,131.22863247863248,936.0
20190621,7.812,213323.0,212935.0,22.1,19.4,26.1,0.92,0.2,3.7,1.7,72.9,0.0,0.0,56,124596.0,133.1153846153846,936.0
20190622,8.27,154472.0,152779.0,24.2,17.7,30.6,0.0,0.0,2.9,1.5,42.3,0.0,0.0,56,94558.0,101.13155080213905,935.0
20190623,7.744,102703.0,103772.0,25.0,19.1,31.0,0.0,0.0,4.4,1.8,40.4,0.0,0.0,56,68673.0,73.68347639484979,932.0
20190624,8.586,198232.0,198982.0,25.2,20.9,30.9,0.0,0.0,4.1,2.0,46.9,0.0,0.0,56,119909.0,128.38222698072806,934.0
20190625,8.292,202822.0,203328.0,25.6,19.5,32.8,0.0,0.0,4.2,1.6,49.1,0.0,0.0,56,123909.0,126.18024439918534,982.0
20190626,7.692,202539.0,203482.0,25.5,20.7,29.5,1.67,0.0,3.1,1.3,52.6,0.0,0.0,56,124656.0,128.77685950413223,968.0
20190627,7.67,200709.0,200784.0,25.5,21.9,31.2,3.33,1.4,3.5,1.4,70.5,0.0,0.0,56,123601.0,127.81902792140642,967.0
20190628,7.436,207065.0,207600.0,24.7,22.3,29.0,2.75,0.0,3.8,1.7,67.3,0.0,0.0,56,126563.0,131.15336787564766,965.0
20190629,6.298,139240.0,137563.0,23.1,19.6,27.7,8.75,1.5,3.2,1.2,72.0,0.0,0.0,56,89518.0,92.6687370600414,966.0
20190630,7.236,101123.0,102210.0,23.9,20.9,28.5,0.17,0.0,4.5,2.3,73.5,0.0,0.0,56,69211.0,71.72124352331606,965.0
20190701,8.638,195180.0,196797.0,23.9,20.6,28.9,0.0,0.0,5.2,2.3,64.4,0.0,0.0,56,120196.0,124.29782833505688,967.0
20190702,8.866,202249.0,202877.0,24.4,20.8,30.1,0.0,0.0,4.3,2.3,63.5,0.0,0.0,56,123767.0,128.2559585492228,965.0
20190703,8.916,203789.0,204468.0,24.1,21.2,27.4,0.0,0.0,3.8,1.7,64.6,0.0,0.0,56,124524.0,128.77352637021716,967.0
20190704,8.714,203133.0,203680.0,25.4,20.0,32.8,0.0,0.0,4.5,1.9,59.6,0.0,0.0,56,124998.0,129.26370217166493,967.0
20190705,7.724,207764.0,207719.0,27.6,20.2,35.0,0.83,0.0,4.3,1.5,42.1,0.0,0.0,56,127522.0,131.87383660806617,967.0
20190706,6.438,136290.0,135226.0,29.7,24.6,36.1,0.0,0.0,3.9,1.7,40.9,0.0,0.0,56,90922.0,94.0248190279214,967.0
20190707,6.894,97355.0,98049.0,26.7,22.7,32.5,0.0,0.0,3.3,2.2,43.3,0.0,0.0,56,68172.0,70.86486486486487,962.0
20190708,8.704,194001.0,194636.0,25.1,21.2,31.0,0.0,0.0,3.3,2.0,46.6,0.0,0.0,56,120912.0,125.0382626680455,967.0
20190709,9.302,201519.0,202616.0,25.0,19.7,30.0,0.0,0.0,3.1,1.8,46.4,0.0,0.0,56,124684.0,129.47455867082036,963.0
20190710,3.956,202189.0,202929.0,22.7,19.3,27.3,10.83,8.5,3.3,2.0,64.1,0.0,0.0,56,125039.0,129.306101344364,967.0
20190711,6.206,200136.0,200409.0,21.9,19.5,25.9,10.92,2.9,2.8,1.3,76.9,0.0,0.0,56,122562.0,126.7445708376422,967.0
20190712,8.598,207949.0,207949.0,23.6,20.0,28.7,0.0,0.0,4.4,2.0,65.5,0.0,0.0,56,127943.0,132.3092037228542,967.0
20190713,7.214,135811.0,135167.0,24.9,22.1,29.7,0.33,0.0,3.9,1.7,67.3,0.0,0.0,56,91277.0,94.2944214876033,968.0
20190714,6.726,97974.0,99384.0,25.9,21.2,31.6,0.0,0.0,3.8,1.6,64.6,0.0,0.0,56,68388.0,70.72182006204757,967.0
20190715,5.644,190950.0,191940.0,23.8,22.1,27.4,6.83,7.7,3.0,1.1,80.0,0.0,0.0,56,117343.0,121.22210743801652,968.0
20190716,7.73,197961.0,198691.0,24.7,21.4,28.8,2.0,6.3,3.4,1.3,79.0,0.0,0.0,56,123712.0,127.801652892562,968.0
20190717,7.736,200032.0,200537.0,25.6,22.3,29.2,0.42,0.7,2.9,1.2,73.9,0.0,0.0,56,124719.0,128.9751809720786,967.0
20190718,7.212,199241.0,199674.0,26.9,23.3,32.1,0.0,0.0,3.2,1.2,65.0,0.0,0.0,56,124939.0,129.06921487603304,968.0
20190719,7.348,206351.0,207108.0,28.6,22.8,35.0,0.25,0.0,4.6,1.5,61.3,0.0,0.0,56,127977.0,132.20764462809916,968.0
20190720,4.784,131737.0,130937.0,28.0,25.1,31.9,7.33,1.1,3.6,2.1,66.9,0.0,0.0,56,87272.0,90.43730569948188,965.0
20190721,4.486,94001.0,94663.0,25.1,24.2,27.0,12.33,6.2,4.4,2.2,87.1,0.0,0.0,56,65391.0,67.90342679127725,963.0
20190722,7.726,193350.0,193934.0,26.7,24.2,31.0,1.25,0.1,3.6,2.2,74.6,0.0,0.0,56,120744.0,124.73553719008264,968.0
20190723,7.672,195249.0,196122.0,28.1,24.4,32.9,0.0,0.0,3.6,1.7,70.8,0.0,0.0,56,122175.0,126.34436401240951,967.0
20190724,5.412,193626.0,194433.0,26.5,25.2,27.2,11.75,1.0,3.4,1.6,82.3,0.0,0.0,56,121925.0,126.08583247156152,967.0
20190725,3.498,191509.0,192152.0,26.3,25.6,27.4,12.38,9.7,3.4,1.2,90.1,0.0,0.0,56,120436.0,124.54601861427092,967.0
20190726,2.084,187485.0,187301.0,25.1,23.7,25.9,19.0,60.0,4.5,1.7,95.3,0.0,0.0,56,116009.0,119.96794208893483,967.0
20190727,4.588,127579.0,125592.0,28.4,24.9,33.4,3.5,0.6,3.9,1.3,76.6,0.0,0.0,56,88246.0,91.2574974146846,967.0
20190728,2.212,82493.0,83006.0,26.1,25.0,28.2,15.42,25.6,4.8,2.2,88.3,0.0,0.0,56,58755.0,60.94917012448133,964.0
20190729,7.144,182910.0,183978.0,27.5,25.6,30.0,0.75,0.5,5.0,2.6,74.5,0.0,0.0,56,115147.0,119.32331606217616,965.0
20190730,6.88,184812.0,185737.0,28.1,26.3,30.8,3.08,1.2,5.9,3.4,75.3,0.0,0.0,56,115579.0,119.64699792960664,966.0
20190731,2.14,177965.0,178599.0,25.8,24.0,27.5,14.92,62.3,5.3,2.2,91.1,0.0,0.0,56,113123.0,117.10455486542445,966.0
20190801,5.724,179386.0,179590.0,26.3,23.5,30.1,8.75,26.9,4.6,1.7,86.4,0.0,0.0,56,113848.0,117.73319544984489,967.0
20190802,6.302,180282.0,179845.0,28.4,24.7,33.1,0.0,0.0,3.0,1.2,74.6,0.0,0.0,56,115337.0,119.14979338842976,968.0
20190803,5.07,117055.0,115404.0,29.4,25.6,36.0,1.08,3.0,4.5,1.3,69.0,0.0,0.0,56,79942.0,83.0997920997921,962.0
20190804,3.992,88213.0,89879.0,28.3,25.0,34.4,1.67,8.6,3.3,1.2,75.9,0.0,0.0,56,62434.0,65.03541666666666,960.0
20190805,6.098,174853.0,176325.0,30.5,25.6,35.9,0.0,0.0,3.2,1.1,65.5,0.0,0.0,56,113510.0,117.3836608066184,967.0
20190806,5.812,179383.0,180467.0,31.6,27.9,36.8,0.0,0.0,2.8,1.5,51.4,0.0,0.0,56,115130.0,119.05894519131334,967.0
20190807,4.27,182122.0,183083.0,26.9,23.9,30.3,10.42,8.0,2.8,1.2,78.1,0.0,0.0,56,116962.0,120.8285123966942,968.0
20190808,6.316,185889.0,187162.0,28.9,25.9,32.7,0.25,0.0,3.6,1.6,71.4,0.0,0.0,56,119142.0,123.46321243523316,965.0
20190809,6.282,190310.0,190409.0,29.8,26.0,34.6,0.0,0.0,4.1,1.3,69.0,0.0,0.0,56,121663.0,125.81489141675284,967.0
20190810,5.0,124834.0,123337.0,31.5,26.6,36.5,0.0,0.0,3.4,1.5,57.9,0.0,0.0,56,86580.0,89.72020725388602,965.0
20190811,4.124,88865.0,90356.0,30.4,26.3,35.7,4.08,6.7,4.1,2.5,53.6,0.0,0.0,56,66026.0,68.34989648033127,966.0
20190812,2.146,177446.0,178666.0,26.6,24.8,28.5,17.92,56.2,2.3,1.3,91.8,0.0,0.0,56,113957.0,118.45841995841997,962.0
20190813,6.136,189250.0,190502.0,29.2,25.1,35.3,0.25,6.4,4.7,1.5,76.9,0.0,0.0,56,122983.0,127.31159420289856,966.0
20190814,6.15,193738.0,193409.0,30.4,25.9,35.7,0.0,0.0,3.1,1.5,63.9,0.0,0.0,56,125807.0,130.10031023784902,967.0
20190815,2.484,100377.0,100187.0,25.9,23.9,28.6,9.75,16.2,2.7,1.3,82.0,0.0,0.0,56,69622.0,72.07246376811594,966.0
20190816,6.726,179114.0,179080.0,25.9,23.0,29.5,1.5,0.1,5.0,2.2,74.5,0.0,0.0,56,118287.0,122.19731404958678,968.0
20190817,6.796,123172.0,122213.0,25.9,23.4,28.8,0.25,0.0,4.6,2.5,69.5,0.0,0.0,56,86342.0,89.28852119958636,967.0
20190818,6.982,93538.0,95233.0,25.6,22.6,30.7,0.0,0.0,3.2,1.7,66.5,0.0,0.0,56,68089.0,70.77858627858627,962.0
20190819,8.076,187870.0,188950.0,26.3,21.2,31.3,0.0,0.0,2.7,1.1,60.6,0.0,0.0,56,121833.0,126.2518134715026,965.0
20190820,7.736,193057.0,194082.0,28.2,23.2,32.8,0.0,0.0,3.2,1.5,56.3,0.0,0.0,56,124886.0,129.41554404145077,965.0
20190821,4.668,197362.0,198829.0,27.0,24.4,30.4,4.92,1.3,3.2,1.2,67.3,0.0,0.0,56,126428.0,130.60743801652893,968.0
20190822,7.63,194400.0,195054.0,26.9,23.0,31.4,0.0,0.0,4.4,1.7,66.5,0.0,0.0,56,125086.0,129.35470527404345,967.0
20190823,8.134,202009.0,202557.0,26.2,22.7,30.5,0.0,0.0,4.4,2.1,58.4,0.0,0.0,56,127901.0,132.12913223140495,968.0
20190824,8.18,140393.0,139768.0,24.1,21.5,27.3,0.0,0.0,3.5,1.5,60.9,0.0,0.0,56,92794.0,95.9607032057911,967.0
20190825,7.976,95064.0,95983.0,25.0,20.2,29.9,0.0,0.0,4.0,1.5,66.6,0.0,0.0,56,68856.0,71.35336787564766,965.0
20190826,8.438,191140.0,192396.0,26.4,21.5,32.1,0.0,0.0,4.0,1.2,63.8,0.0,0.0,56,123367.0,127.5770423991727,967.0
20190827,7.854,194696.0,195704.0,25.7,22.2,29.3,6.17,20.0,2.5,1.0,71.1,0.0,0.0,56,124939.0,129.33643892339543,966.0
20190828,8.132,198691.0,199797.0,26.1,23.6,30.2,0.0,0.0,4.3,1.9,66.2,0.0,0.0,56,126652.0,131.1097308488613,966.0
20190829,5.982,192238.0,193613.0,23.4,20.1,26.4,3.33,36.9,7.5,2.2,77.1,0.0,0.0,56,120642.0,124.6301652892562,968.0
20190830,7.866,207724.0,208395.0,22.6,19.5,27.0,2.0,0.2,5.0,2.4,66.3,0.0,0.0,56,128409.0,132.65392561983472,968.0
20190831,8.534,140046.0,140077.0,23.5,18.5,28.9,0.0,0.0,4.7,1.9,65.0,0.0,0.0,56,94994.0,98.33747412008282,966.0
20190901,8.542,98426.0,100475.0,23.7,19.2,27.8,0.0,0.0,2.9,1.4,64.0,0.0,0.0,56,71758.0,74.36062176165804,965.0
20190902,9.112,203576.0,204318.0,24.4,19.4,29.7,0.0,0.0,3.5,1.6,56.6,0.0,0.0,56,124438.0,129.0850622406639,964.0
20190903,7.336,209703.0,210491.0,24.1,22.0,28.0,2.33,0.0,3.8,2.3,67.6,0.0,0.0,56,127750.0,131.97314049586777,968.0
20190904,2.518,207202.0,207495.0,22.8,21.2,25.5,11.58,22.7,4.5,2.5,89.0,0.0,0.0,56,126967.0,131.435817805383,966.0
20190905,3.06,205485.0,206197.0,23.0,21.5,27.6,9.17,36.4,5.0,2.0,91.4,0.0,0.0,56,123648.0,127.86763185108585,967.0
20190906,1.504,212545.0,213591.0,25.3,21.6,29.1,7.08,2.4,3.4,2.1,79.8,0.0,0.0,56,132671.0,137.0568181818182,968.0
20190907,0.0,100165.0,98831.0,25.7,22.6,29.5,17.92,2.8,11.8,6.0,72.9,0.0,0.0,56,71445.0,74.19003115264798,963.0
20190908,4.188,97347.0,97862.0,24.7,22.9,27.3,0.58,0.0,4.8,1.9,76.9,0.0,0.0,56,72832.0,75.63032191069574,963.0
20190909,6.302,207622.0,208411.0,25.1,22.4,28.0,2.17,0.0,3.6,1.7,74.3,0.0,0.0,56,129509.0,134.20621761658032,965.0
20190910,1.804,210800.0,210608.0,23.8,22.1,26.5,19.0,63.2,4.0,2.4,93.4,0.0,0.0,56,127155.0,131.35847107438016,968.0
20190911,7.222,207053.0,200599.0,24.3,20.4,28.7,6.67,7.6,4.7,3.1,71.4,0.0,0.0,56,129396.0,133.67355371900825,968.0
20190912,3.164,73129.0,66035.0,21.0,18.7,22.9,10.5,3.9,4.8,2.6,72.3,0.0,0.0,56,53406.0,55.573361082206034,961.0
20190913,5.386,60476.0,61626.0,23.3,18.3,29.3,0.83,0.1,3.5,1.7,60.4,0.0,0.0,56,42118.0,43.87291666666667,960.0
20190914,4.388,75187.0,79293.0,22.4,20.8,24.1,3.0,0.3,2.9,1.2,80.0,0.0,0.0,56,51313.0,53.174093264248704,965.0
20190915,8.43,85360.0,91239.0,24.2,19.5,30.0,0.0,0.0,4.1,1.7,70.4,0.0,0.0,56,64750.0,67.23779854620976,963.0
20190916,9.084,197271.0,199452.0,24.5,20.7,30.5,0.0,0.0,4.5,2.1,53.0,0.0,0.0,56,119355.0,123.42812823164428,967.0
20190917,8.9,210515.0,210653.0,23.5,18.0,29.0,0.0,0.0,4.4,2.1,41.6,0.0,0.0,56,125652.0,130.34439834024897,964.0
20190918,8.752,211693.0,212494.0,21.0,16.0,25.4,0.0,0.0,4.9,3.1,46.0,0.0,0.0,56,126130.0,130.43433298862462,967.0
20190919,8.726,214359.0,214836.0,19.5,13.6,26.0,0.0,0.0,4.3,1.9,46.5,0.0,0.0,56,125206.0,129.6128364389234,966.0
20190920,8.506,218261.0,218304.0,19.6,15.8,24.2,0.0,0.0,3.5,2.1,52.8,0.0,0.0,56,127148.0,131.3512396694215,968.0
20190921,8.044,152489.0,151908.0,19.6,18.3,22.1,0.0,0.0,3.7,2.0,60.3,0.0,0.0,56,94580.0,97.8076525336091,967.0
20190922,3.228,90746.0,90650.0,18.6,17.3,19.6,6.33,0.4,6.4,3.8,63.4,0.0,0.0,56,62531.0,64.93354101765317,963.0
20190923,8.248,207236.0,208149.0,20.0,16.9,24.6,0.0,0.0,5.0,2.2,51.1,0.0,0.0,56,121786.0,126.07246376811594,966.0
20190924,8.408,214314.0,214263.0,19.8,13.9,26.5,0.0,0.0,3.5,1.8,61.3,0.0,0.0,56,124599.0,128.85108583247157,967.0
20190925,8.462,217423.0,219288.0,20.9,14.8,27.4,0.0,0.0,3.0,1.4,64.4,0.0,0.0,56,127539.0,131.7551652892562,968.0
20190926,8.126,215927.0,218517.0,22.9,17.7,29.0,0.0,0.0,3.3,1.9,59.3,0.0,0.0,56,126058.0,130.22520661157026,968.0
20190927,8.438,220540.0,221839.0,22.9,19.6,27.0,0.0,0.0,3.1,1.9,57.5,0.0,0.0,56,129426.0,133.70454545454547,968.0
20190928,8.196,155005.0,152995.0,23.7,19.4,29.2,0.0,0.0,3.3,1.7,58.9,0.0,0.0,56,98646.0,102.11801242236024,966.0
20190929,7.898,103494.0,104302.0,22.6,17.9,28.6,0.0,0.0,4.0,1.7,60.6,0.0,0.0,56,72669.0,75.22670807453416,966.0
20190930,8.252,206356.0,206716.0,22.4,16.4,29.9,0.0,0.0,3.4,1.6,61.0,0.0,0.0,56,123267.0,127.34194214876032,968.0
20191001,8.152,210124.0,210585.0,23.1,17.6,28.2,0.0,0.0,4.4,1.8,67.1,0.0,0.0,56,125337.0,129.34674922600618,969.0
20191002,2.452,214690.0,215737.0,21.6,20.0,24.2,14.17,23.1,5.5,3.0,88.0,0.0,0.0,56,127216.0,131.2858617131063,969.0
20191003,7.55,119813.0,119712.0,22.4,19.8,27.3,8.33,4.6,4.9,2.8,73.4,0.0,0.0,56,77631.0,80.28024819027921,967.0
20191004,8.858,202062.0,202291.0,22.4,18.0,27.8,0.0,0.0,3.9,2.1,71.5,0.0,0.0,56,121717.0,125.870734229576,967.0
20191005,6.89,149321.0,147332.0,18.7,14.7,21.9,3.13,0.6,4.6,2.9,72.6,0.0,0.0,56,93622.0,96.6171310629515,969.0
20191006,7.736,101302.0,101766.0,18.1,13.2,22.7,0.0,0.0,4.8,2.9,53.4,0.0,0.0,56,67793.0,70.39771547248182,963.0
20191007,1.804,195109.0,195732.0,14.8,13.3,17.9,17.17,25.4,3.6,1.8,92.0,0.0,0.0,56,117894.0,121.79132231404958,968.0
20191008,7.618,216284.0,216205.0,14.7,10.6,19.8,0.0,0.0,6.2,2.6,58.8,0.0,0.0,56,125533.0,129.41546391752578,970.0
20191009,7.958,122955.0,122850.0,13.6,7.7,20.4,0.0,0.0,3.8,1.7,48.3,0.0,0.0,56,79681.0,82.3150826446281,968.0
20191010,7.562,207146.0,208090.0,15.2,10.7,19.8,0.0,0.0,2.8,1.3,60.9,0.0,0.0,56,122285.0,126.06701030927834,970.0
20191011,8.172,213951.0,214748.0,18.8,13.0,26.1,0.0,0.0,4.9,1.9,60.0,0.0,0.0,56,126178.0,130.349173553719,968.0
20191012,7.704,154792.0,153799.0,17.9,13.3,23.3,0.0,0.0,6.7,3.5,49.3,0.0,0.0,56,97043.0,100.0443298969072,970.0
20191013,8.136,105431.0,106712.0,17.2,12.1,23.8,0.0,0.0,4.1,1.9,52.6,0.0,0.0,56,71200.0,73.78238341968913,965.0
20191014,7.538,204740.0,204374.0,14.4,9.5,19.6,0.0,0.0,5.1,2.5,56.9,0.0,0.0,56,120425.0,124.53464322647363,967.0
20191015,8.214,209699.0,210364.0,14.5,8.8,20.4,0.0,0.0,4.3,1.6,55.6,0.0,0.0,56,123068.0,127.13636363636364,968.0
20191016,7.87,208231.0,208433.0,14.6,9.0,20.8,0.0,0.0,3.6,1.6,58.3,0.0,0.0,56,123081.0,126.88762886597938,970.0
20191017,8.196,207757.0,208744.0,15.4,11.2,21.6,0.0,0.0,3.5,1.7,56.0,0.0,0.0,56,121325.0,125.2063983488132,969.0
20191018,8.398,211724.0,212228.0,17.0,12.0,22.7,0.0,0.0,4.3,2.4,58.3,0.0,0.0,56,124788.0,128.64742268041238,970.0
20191019,8.486,150284.0,149053.0,17.0,12.1,23.1,0.0,0.0,3.7,1.8,63.8,0.0,0.0,56,95449.0,98.6043388429752,968.0
20191020,7.972,102936.0,103887.0,16.5,12.0,22.9,0.0,0.0,3.0,1.3,70.3,0.0,0.0,56,70338.0,73.11642411642411,962.0
20191021,7.96,202646.0,203067.0,17.1,10.9,24.6,0.0,0.0,2.4,1.0,61.0,0.0,0.0,56,119130.0,122.81443298969072,970.0
20191022,8.442,208071.0,208052.0,18.1,13.3,24.4,0.0,0.0,3.3,1.6,56.1,0.0,0.0,56,122368.0,126.2827657378741,969.0
20191023,8.068,207880.0,208302.0,17.0,14.3,20.7,0.0,0.0,4.4,2.4,57.3,0.0,0.0,56,122374.0,126.2889576883385,969.0
20191024,8.566,209605.0,210064.0,18.3,15.3,23.8,0.0,0.0,5.1,2.7,47.6,0.0,0.0,56,122025.0,125.92879256965944,969.0
20191025,8.072,216815.0,217435.0,16.7,13.1,22.0,1.08,0.0,5.6,2.4,58.0,0.0,0.0,56,126380.0,130.42311661506707,969.0
20191026,6.358,156046.0,154197.0,10.0,6.6,14.9,0.0,0.0,5.2,2.5,60.0,0.0,0.0,56,96119.0,99.2964876033058,968.0
20191027,6.232,107486.0,109565.0,11.0,4.7,17.4,0.0,0.0,4.2,1.6,59.0,0.0,0.0,56,70367.0,72.84368530020704,966.0
20191028,6.514,206810.0,207897.0,12.9,7.4,17.7,2.87,1.7,4.7,2.5,65.9,0.0,0.0,56,121072.0,124.81649484536082,970.0
20191029,6.554,210403.0,211097.0,12.5,8.2,17.6,0.92,0.1,5.2,2.3,61.0,0.0,0.0,56,121711.0,125.7345041322314,968.0
20191030,6.898,212059.0,212228.0,11.2,5.0,17.7,0.0,0.0,3.8,1.6,60.3,0.0,0.0,56,124308.0,128.28482972136223,969.0
20191031,7.29,211516.0,211972.0,14.8,8.4,19.7,0.0,0.0,5.2,2.3,73.8,0.0,0.0,56,123124.0,126.9319587628866,970.0
20191101,6.92,214155.0,214067.0,14.9,11.4,20.5,0.0,0.0,3.9,1.8,57.9,0.0,0.0,56,124073.0,128.04231166150672,969.0
20191102,6.15,150850.0,149262.0,13.6,8.3,18.7,0.0,0.0,2.9,1.5,57.3,0.0,0.0,56,92699.0,95.66460268317852,969.0
20191103,6.652,103852.0,105252.0,14.7,9.4,22.1,0.0,0.0,4.7,2.1,57.8,0.0,0.0,56,71076.0,73.50155118924509,967.0
20191104,7.57,206242.0,207231.0,13.8,9.2,20.3,0.0,0.0,3.7,2.1,57.8,0.0,0.0,56,119554.0,123.25154639175258,970.0
20191105,7.382,211242.0,211654.0,12.4,8.4,18.4,0.0,0.0,3.8,1.6,65.1,0.0,0.0,56,122132.0,125.90927835051546,970.0
20191106,6.932,213822.0,214042.0,11.0,6.3,16.5,0.0,0.0,4.4,1.8,63.6,0.0,0.0,56,123338.0,127.15257731958764,970.0
20191107,6.49,213240.0,213968.0,9.2,5.0,13.6,0.0,0.0,5.3,2.7,42.8,0.0,0.0,56,121309.0,125.31921487603306,968.0
20191108,5.946,216812.0,216647.0,6.8,1.1,13.0,0.0,0.0,4.4,1.9,31.4,0.0,0.0,56,124211.0,128.44984488107548,967.0
20191109,6.026,150193.0,148279.0,9.5,3.5,17.2,0.0,0.0,4.2,1.6,41.4,0.0,0.0,56,93555.0,96.84782608695652,966.0
20191110,3.942,100936.0,101638.0,10.0,6.2,15.3,3.08,11.8,3.8,2.1,59.6,0.0,0.0,56,67119.0,69.55336787564767,965.0
20191111,5.81,203670.0,204090.0,11.2,7.9,15.1,4.08,1.1,4.8,2.4,71.6,0.0,0.0,56,118511.0,122.42871900826448,968.0
20191112,6.442,209002.0,209098.0,9.3,4.8,14.5,0.0,0.0,2.7,1.4,63.6,0.0,0.0,56,121193.0,125.0701754385965,969.0
20191113,3.686,208472.0,208979.0,7.2,3.0,11.3,5.83,7.5,6.0,2.8,72.3,0.0,0.0,56,123505.0,127.32474226804123,970.0
20191114,4.33,207641.0,208074.0,1.3,-2.5,5.0,0.0,0.0,5.8,2.9,30.6,0.0,0.0,56,118147.0,122.30538302277432,966.0
20191115,1.52,208048.0,207432.0,5.6,1.4,7.6,12.33,18.8,3.5,2.0,87.4,0.0,0.0,56,121510.0,125.52685950413225,968.0
20191116,4.096,147087.0,146884.0,6.8,3.8,12.7,0.0,0.0,3.0,1.6,81.3,0.0,5.33,56,90444.0,93.62732919254658,966.0
20191117,0.974,93506.0,95350.0,8.3,5.6,10.5,13.58,21.1,6.4,3.1,79.4,0.0,0.0,56,61677.0,64.04672897196262,963.0
20191118,3.638,204992.0,206556.0,4.6,0.4,12.7,6.25,14.7,7.0,3.9,59.8,0.0,0.0,56,119743.0,123.70144628099172,968.0
20191119,3.664,208332.0,208665.0,0.2,-3.5,4.0,0.5,0.0,5.8,2.8,48.0,0.0,0.0,56,120814.0,124.93691830403309,967.0
20191120,3.96,208751.0,209088.0,0.5,-4.6,6.3,0.0,0.0,4.6,1.8,35.5,0.0,0.0,56,122943.0,127.00723140495867,968.0
20191121,4.562,210861.0,212131.0,4.2,-2.3,9.0,0.0,0.0,4.2,1.9,37.4,0.0,0.0,56,124049.0,128.14979338842974,968.0
20191122,5.478,215235.0,214840.0,9.7,3.0,17.3,0.0,0.0,4.8,2.1,34.1,0.0,0.0,56,124817.0,128.81011351909186,969.0
20191123,5.036,159356.0,157305.0,12.1,7.7,17.7,0.0,0.0,3.6,1.8,52.0,0.0,0.0,56,93412.0,96.5,968.0
20191124,2.202,120733.0,119707.0,9.8,4.6,15.6,7.58,3.8,6.0,2.2,74.6,0.0,0.0,56,66630.0,69.11825726141079,964.0
20191125,4.238,204360.0,205861.0,1.9,-1.2,6.0,0.0,0.0,5.9,2.7,62.1,0.0,0.0,56,120496.0,124.73706004140789,966.0
20191126,4.93,210209.0,211408.0,6.6,1.2,13.7,0.0,0.0,4.5,2.0,64.0,0.0,0.0,56,121528.0,125.9357512953368,965.0
20191127,4.378,212997.0,214117.0,3.1,0.3,6.8,0.0,0.0,4.6,2.7,50.8,0.0,0.0,56,124021.0,128.12086776859505,968.0
20191128,4.572,213207.0,213778.0,3.5,-0.6,10.4,0.0,0.0,4.3,2.0,52.4,0.0,0.0,56,122509.0,126.55888429752066,968.0
20191129,4.314,218467.0,218761.0,1.5,-3.4,6.9,0.0,0.0,4.0,2.0,42.8,0.0,0.0,56,124687.0,128.80888429752065,968.0
20191130,3.466,148130.0,147007.0,4.1,-1.4,9.3,0.0,0.0,3.4,1.7,42.6,0.0,0.0,56,90176.0,93.25336091003102,967.0
20191201,0.794,96705.0,97560.0,4.6,2.3,6.2,22.0,3.3,4.1,1.6,79.4,0.0,0.0,56,63832.0,66.14715025906736,965.0
20191202,3.278,202851.0,204231.0,-0.1,-3.2,2.8,0.0,0.0,6.2,3.1,48.0,0.0,0.0,56,118553.0,122.34571723426212,969.0
20191203,3.264,207521.0,208655.0,0.5,-5.0,4.2,6.42,0.6,3.6,1.6,61.3,0.0,0.0,56,120892.0,124.7595459236326,969.0
20191204,3.668,210139.0,211009.0,2.0,-2.0,7.2,0.92,0.0,4.4,1.8,41.6,0.0,0.0,56,122534.0,126.58471074380164,968.0
20191205,2.92,209371.0,210496.0,-4.4,-8.5,-0.2,0.0,0.0,6.0,3.2,31.9,0.0,0.0,56,121000.0,125.0,968.0
20191206,2.698,209698.0,210055.0,-5.9,-10.6,-1.0,0.0,0.0,3.8,1.7,34.5,0.0,0.0,56,121131.0,125.26473629782834,967.0
20191207,2.06,148394.0,147489.0,-2.4,-5.5,1.2,3.75,0.1,3.1,1.7,65.0,0.0,0.0,56,88681.0,91.89740932642486,965.0
20191208,1.924,101073.0,101960.0,-0.9,-5.5,4.9,0.0,0.0,3.2,1.4,65.1,0.0,0.0,56,65383.0,67.75440414507771,965.0
20191209,3.266,201566.0,202756.0,3.2,-1.3,8.0,0.33,0.0,3.9,2.5,56.8,0.0,0.0,56,119273.0,123.2159090909091,968.0
20191210,3.43,207769.0,208092.0,8.1,6.0,10.8,2.08,1.7,3.5,1.2,82.3,0.0,0.0,56,122339.0,126.25283797729618,969.0
20191211,3.422,210967.0,212319.0,6.3,0.1,9.8,1.25,0.2,7.2,3.4,62.0,0.0,0.0,56,124569.0,128.68698347107437,968.0
20191212,3.456,211657.0,212354.0,-0.7,-3.5,3.4,0.0,0.0,4.2,1.8,45.4,0.0,0.0,56,123472.0,127.42208462332302,969.0
