일시,중랑구,승차총승객수,하차총승객수,평균기온(°C),최저기온(°C),최고기온(°C),강수 계속시간(hr),일강수량(mm),최대 풍속(m/s),평균 풍속(m/s),평균 상대습도(%),합계 3시간 신적설(cm),안개 계속시간(hr),따릉이대여소,버스하차총승객수_sum,버스하차총승객수_mean,버스하차총승객수_size
20190609,3.142,85980.0,82663.0,21.6,17.1,26.5,3.5,2.5,4.0,1.8,66.1,0.0,0.0,49,89781.0,64.40530846484936,1394.0
20190610,3.114,152665.0,145400.0,18.4,15.7,21.9,8.92,9.5,2.4,1.6,70.3,0.0,0.0,49,150729.0,107.43335709194584,1403.0
20190611,4.316,158245.0,151720.0,20.5,15.5,26.1,0.0,0.0,3.0,1.4,51.1,0.0,0.0,49,157415.0,112.03914590747333,1405.0
20190612,4.454,157810.0,151015.0,21.5,16.1,26.4,0.0,0.0,4.6,1.8,57.1,0.0,0.0,49,159291.0,113.37437722419928,1405.0
20190613,4.216,158520.0,152098.0,23.0,16.6,28.8,0.0,0.0,4.0,1.7,51.9,0.0,0.0,49,158810.0,113.3547466095646,1401.0
20190614,4.544,161457.0,153615.0,23.0,19.1,28.4,0.0,0.0,4.2,1.8,54.8,0.0,0.0,49,160812.0,114.45693950177936,1405.0
20190615,3.752,125365.0,117939.0,21.9,17.9,27.4,0.58,2.1,5.3,2.4,61.5,0.0,0.0,49,125174.0,89.15527065527066,1404.0
20190616,3.946,90234.0,86864.0,22.0,16.1,27.2,0.0,0.0,4.7,1.6,55.4,0.0,0.0,49,92587.0,66.03922967189729,1402.0
20190617,4.288,155327.0,148342.0,21.7,18.1,26.2,0.33,0.0,4.1,2.3,59.1,0.0,0.0,49,155735.0,111.00142551674982,1403.0
20190618,1.762,152904.0,147057.0,20.8,17.0,24.8,11.33,13.8,4.0,1.5,78.6,0.0,0.0,49,155275.0,110.7524964336662,1402.0
20190619,3.714,156097.0,149781.0,21.4,18.9,25.4,2.08,0.2,4.1,1.9,77.8,0.0,0.0,49,157891.0,112.61840228245364,1402.0
20190620,4.388,159349.0,151923.0,22.7,19.8,27.8,0.0,0.0,4.2,1.9,70.6,0.0,0.0,49,160200.0,113.9402560455192,1406.0
20190621,3.978,161028.0,152895.0,22.1,19.4,26.1,0.92,0.2,3.7,1.7,72.9,0.0,0.0,49,160577.0,114.53423680456493,1402.0
20190622,4.31,125057.0,118093.0,24.2,17.7,30.6,0.0,0.0,2.9,1.5,42.3,0.0,0.0,49,124119.0,88.91045845272207,1396.0
20190623,3.866,91237.0,87780.0,25.0,19.1,31.0,0.0,0.0,4.4,1.8,40.4,0.0,0.0,49,92817.0,66.67887931034483,1392.0
20190624,4.568,152219.0,145106.0,25.2,20.9,30.9,0.0,0.0,4.1,2.0,46.9,0.0,0.0,49,151798.0,108.19529579472558,1403.0
20190625,4.444,154802.0,147598.0,25.6,19.5,32.8,0.0,0.0,4.2,1.6,49.1,0.0,0.0,49,155539.0,110.94079885877318,1402.0
20190626,4.466,154767.0,147735.0,25.5,20.7,29.5,1.67,0.0,3.1,1.3,52.6,0.0,0.0,49,157614.0,112.3406985032074,1403.0
20190627,3.924,153231.0,146213.0,25.5,21.9,31.2,3.33,1.4,3.5,1.4,70.5,0.0,0.0,49,154380.0,109.87900355871886,1405.0
20190628,3.832,158520.0,150553.0,24.7,22.3,29.0,2.75,0.0,3.8,1.7,67.3,0.0,0.0,49,159729.0,113.44389204545456,1408.0
20190629,3.734,116990.0,110488.0,23.1,19.6,27.7,8.75,1.5,3.2,1.2,72.0,0.0,0.0,49,119323.0,84.98789173789174,1404.0
20190630,4.164,89064.0,85262.0,23.9,20.9,28.5,0.17,0.0,4.5,2.3,73.5,0.0,0.0,49,93197.0,66.52177016416844,1401.0
20190701,4.88,150861.0,144184.0,23.9,20.6,28.9,0.0,0.0,5.2,2.3,64.4,0.0,0.0,49,151936.0,108.44825124910778,1401.0
20190702,5.016,153152.0,146126.0,24.4,20.8,30.1,0.0,0.0,4.3,2.3,63.5,0.0,0.0,49,155744.0,110.84982206405694,1405.0
20190703,4.834,154863.0,148495.0,24.1,21.2,27.4,0.0,0.0,3.8,1.7,64.6,0.0,0.0,49,156387.0,111.46614397719172,1403.0
20190704,4.946,154828.0,147871.0,25.4,20.0,32.8,0.0,0.0,4.5,1.9,59.6,0.0,0.0,49,157318.0,111.81094527363184,1407.0
20190705,4.274,159253.0,151110.0,27.6,20.2,35.0,0.83,0.0,4.3,1.5,42.1,0.0,0.0,49,163417.0,116.1457000710732,1407.0
20190706,4.014,118703.0,111617.0,29.7,24.6,36.1,0.0,0.0,3.9,1.7,40.9,0.0,0.0,49,120872.0,86.21398002853067,1402.0
20190707,4.172,88488.0,85548.0,26.7,22.7,32.5,0.0,0.0,3.3,2.2,43.3,0.0,0.0,49,93552.0,66.82285714285715,1400.0
20190708,4.658,151051.0,144358.0,25.1,21.2,31.0,0.0,0.0,3.3,2.0,46.6,0.0,0.0,49,153332.0,109.13309608540924,1405.0
20190709,4.808,154721.0,147432.0,25.0,19.7,30.0,0.0,0.0,3.1,1.8,46.4,0.0,0.0,49,155459.0,110.80470420527442,1403.0
20190710,2.214,152956.0,147094.0,22.7,19.3,27.3,10.83,8.5,3.3,2.0,64.1,0.0,0.0,49,156397.0,111.39387464387464,1404.0
20190711,2.986,151586.0,144300.0,21.9,19.5,25.9,10.92,2.9,2.8,1.3,76.9,0.0,0.0,49,154052.0,109.64555160142348,1405.0
20190712,4.758,159317.0,151647.0,23.6,20.0,28.7,0.0,0.0,4.4,2.0,65.5,0.0,0.0,49,160225.0,113.95803698435276,1406.0
20190713,4.244,120346.0,112972.0,24.9,22.1,29.7,0.33,0.0,3.9,1.7,67.3,0.0,0.0,49,122240.0,87.18972895863052,1402.0
20190714,3.626,88733.0,85499.0,25.9,21.2,31.6,0.0,0.0,3.8,1.6,64.6,0.0,0.0,49,91148.0,65.33906810035842,1395.0
20190715,3.13,146580.0,140307.0,23.8,22.1,27.4,6.83,7.7,3.0,1.1,80.0,0.0,0.0,49,147006.0,104.77975766215252,1403.0
20190716,3.912,151087.0,145139.0,24.7,21.4,28.8,2.0,6.3,3.4,1.3,79.0,0.0,0.0,49,154836.0,110.28205128205128,1404.0
20190717,4.332,152829.0,146706.0,25.6,22.3,29.2,0.42,0.7,2.9,1.2,73.9,0.0,0.0,49,157230.0,111.43160878809356,1411.0
20190718,4.112,152580.0,145628.0,26.9,23.3,32.1,0.0,0.0,3.2,1.2,65.0,0.0,0.0,49,157602.0,112.41226818830242,1402.0
20190719,4.042,157002.0,149651.0,28.6,22.8,35.0,0.25,0.0,4.6,1.5,61.3,0.0,0.0,49,161468.0,114.43515237420269,1411.0
20190720,3.352,112918.0,106465.0,28.0,25.1,31.9,7.33,1.1,3.6,2.1,66.9,0.0,0.0,49,118714.0,84.6143977191732,1403.0
20190721,2.448,83293.0,80471.0,25.1,24.2,27.0,12.33,6.2,4.4,2.2,87.1,0.0,0.0,49,89455.0,63.98783977110158,1398.0
20190722,4.082,148001.0,142100.0,26.7,24.2,31.0,1.25,0.1,3.6,2.2,74.6,0.0,0.0,49,152098.0,108.48644793152638,1402.0
20190723,4.364,148116.0,142404.0,28.1,24.4,32.9,0.0,0.0,3.6,1.7,70.8,0.0,0.0,49,152282.0,108.8506075768406,1399.0
20190724,3.254,146205.0,140187.0,26.5,25.2,27.2,11.75,1.0,3.4,1.6,82.3,0.0,0.0,49,152832.0,108.77722419928826,1405.0
20190725,1.858,145146.0,138729.0,26.3,25.6,27.4,12.38,9.7,3.4,1.2,90.1,0.0,0.0,49,150242.0,107.23911491791576,1401.0
20190726,1.24,142151.0,135344.0,25.1,23.7,25.9,19.0,60.0,4.5,1.7,95.3,0.0,0.0,49,145807.0,103.8511396011396,1404.0
20190727,2.416,110261.0,103842.0,28.4,24.9,33.4,3.5,0.6,3.9,1.3,76.6,0.0,0.0,49,117851.0,84.23945675482487,1399.0
20190728,1.324,75357.0,73112.0,26.1,25.0,28.2,15.42,25.6,4.8,2.2,88.3,0.0,0.0,49,81388.0,58.21745350500715,1398.0
20190729,3.556,142331.0,136371.0,27.5,25.6,30.0,0.75,0.5,5.0,2.6,74.5,0.0,0.0,49,144698.0,102.98790035587189,1405.0
20190730,3.614,142514.0,136907.0,28.1,26.3,30.8,3.08,1.2,5.9,3.4,75.3,0.0,0.0,49,144729.0,103.4517512508935,1399.0
20190731,1.19,134596.0,128622.0,25.8,24.0,27.5,14.92,62.3,5.3,2.2,91.1,0.0,0.0,49,140353.0,100.32380271622588,1399.0
20190801,2.984,139314.0,132485.0,26.3,23.5,30.1,8.75,26.9,4.6,1.7,86.4,0.0,0.0,49,143195.0,102.42846924177395,1398.0
20190802,3.484,140384.0,132947.0,28.4,24.7,33.1,0.0,0.0,3.0,1.2,74.6,0.0,0.0,49,142753.0,101.4591329068941,1407.0
20190803,2.694,103086.0,97019.0,29.4,25.6,36.0,1.08,3.0,4.5,1.3,69.0,0.0,0.0,49,107844.0,77.14163090128756,1398.0
20190804,2.26,79555.0,77816.0,28.3,25.0,34.4,1.67,8.6,3.3,1.2,75.9,0.0,0.0,49,84791.0,60.82568149210904,1394.0
20190805,3.506,136377.0,130706.0,30.5,25.6,35.9,0.0,0.0,3.2,1.1,65.5,0.0,0.0,49,141562.0,101.26037195994276,1398.0
20190806,3.506,139366.0,133814.0,31.6,27.9,36.8,0.0,0.0,2.8,1.5,51.4,0.0,0.0,49,145225.0,103.5103349964362,1403.0
20190807,2.706,140227.0,134684.0,26.9,23.9,30.3,10.42,8.0,2.8,1.2,78.1,0.0,0.0,49,147023.0,104.71723646723646,1404.0
20190808,3.59,143837.0,137437.0,28.9,25.9,32.7,0.25,0.0,3.6,1.6,71.4,0.0,0.0,49,149153.0,106.0832147937411,1406.0
20190809,3.61,147902.0,140952.0,29.8,26.0,34.6,0.0,0.0,4.1,1.3,69.0,0.0,0.0,49,152095.0,108.56174161313348,1401.0
20190810,2.96,110115.0,103626.0,31.5,26.6,36.5,0.0,0.0,3.4,1.5,57.9,0.0,0.0,49,118546.0,84.31436699857753,1406.0
20190811,2.522,82982.0,80810.0,30.4,26.3,35.7,4.08,6.7,4.1,2.5,53.6,0.0,0.0,49,90530.0,64.89605734767025,1395.0
20190812,1.266,136882.0,131018.0,26.6,24.8,28.5,17.92,56.2,2.3,1.3,91.8,0.0,0.0,49,141553.0,101.03711634546752,1401.0
20190813,3.302,145315.0,140162.0,29.2,25.1,35.3,0.25,6.4,4.7,1.5,76.9,0.0,0.0,49,152658.0,108.80826799714896,1403.0
20190814,3.456,148687.0,140936.0,30.4,25.9,35.7,0.0,0.0,3.1,1.5,63.9,0.0,0.0,49,155339.0,110.16950354609928,1410.0
20190815,1.676,87336.0,83921.0,25.9,23.9,28.6,9.75,16.2,2.7,1.3,82.0,0.0,0.0,49,93006.0,66.52789699570816,1398.0
20190816,3.516,141542.0,134535.0,25.9,23.0,29.5,1.5,0.1,5.0,2.2,74.5,0.0,0.0,49,153777.0,109.3719772403983,1406.0
20190817,3.898,110164.0,103941.0,25.9,23.4,28.8,0.25,0.0,4.6,2.5,69.5,0.0,0.0,49,117264.0,83.52136752136752,1404.0
20190818,3.99,85855.0,83101.0,25.6,22.6,30.7,0.0,0.0,3.2,1.7,66.5,0.0,0.0,49,92168.0,65.92846924177397,1398.0
20190819,4.266,145879.0,139956.0,26.3,21.2,31.3,0.0,0.0,2.7,1.1,60.6,0.0,0.0,49,154018.0,110.0914939242316,1399.0
20190820,4.312,149877.0,143413.0,28.2,23.2,32.8,0.0,0.0,3.2,1.5,56.3,0.0,0.0,49,157304.0,111.96014234875445,1405.0
20190821,2.966,149291.0,143461.0,27.0,24.4,30.4,4.92,1.3,3.2,1.2,67.3,0.0,0.0,49,158665.0,113.17047075606276,1402.0
20190822,4.348,150521.0,143236.0,26.9,23.0,31.4,0.0,0.0,4.4,1.7,66.5,0.0,0.0,49,157716.0,112.33333333333331,1404.0
20190823,4.394,156378.0,148897.0,26.2,22.7,30.5,0.0,0.0,4.4,2.1,58.4,0.0,0.0,49,162533.0,115.27163120567376,1410.0
20190824,4.638,121025.0,114083.0,24.1,21.5,27.3,0.0,0.0,3.5,1.5,60.9,0.0,0.0,49,120856.0,86.14112615823235,1403.0
20190825,4.052,88794.0,85363.0,25.0,20.2,29.9,0.0,0.0,4.0,1.5,66.6,0.0,0.0,49,92362.0,66.35201149425288,1392.0
20190826,4.342,152134.0,145540.0,26.4,21.5,32.1,0.0,0.0,4.0,1.2,63.8,0.0,0.0,49,160246.0,114.46142857142856,1400.0
20190827,4.266,152385.0,145848.0,25.7,22.2,29.3,6.17,20.0,2.5,1.0,71.1,0.0,0.0,49,160505.0,114.64642857142856,1400.0
20190828,4.9,154290.0,147275.0,26.1,23.6,30.2,0.0,0.0,4.3,1.9,66.2,0.0,0.0,49,163064.0,116.22523164647184,1403.0
20190829,3.69,149922.0,143147.0,23.4,20.1,26.4,3.33,36.9,7.5,2.2,77.1,0.0,0.0,49,155958.0,111.08119658119658,1404.0
20190830,3.97,159509.0,151884.0,22.6,19.5,27.0,2.0,0.2,5.0,2.4,66.3,0.0,0.0,49,162789.0,115.37136782423812,1411.0
20190831,4.756,121741.0,115302.0,23.5,18.5,28.9,0.0,0.0,4.7,1.9,65.0,0.0,0.0,49,123477.0,87.94658119658119,1404.0
20190901,4.468,89498.0,85851.0,23.7,19.2,27.8,0.0,0.0,2.9,1.4,64.0,0.0,0.0,49,95014.0,67.96423462088698,1398.0
20190902,4.734,154360.0,148318.0,24.4,19.4,29.7,0.0,0.0,3.5,1.6,56.6,0.0,0.0,49,160996.0,114.58790035587188,1405.0
20190903,3.664,156468.0,149948.0,24.1,22.0,28.0,2.33,0.0,3.8,2.3,67.6,0.0,0.0,49,164862.0,117.00638750887154,1409.0
20190904,1.702,151141.0,145229.0,22.8,21.2,25.5,11.58,22.7,4.5,2.5,89.0,0.0,0.0,49,162087.0,115.3644128113879,1405.0
20190905,1.864,150245.0,144233.0,23.0,21.5,27.6,9.17,36.4,5.0,2.0,91.4,0.0,0.0,49,159426.0,112.98795180722892,1411.0
20190906,1.024,159454.0,152590.0,25.3,21.6,29.1,7.08,2.4,3.4,2.1,79.8,0.0,0.0,49,168636.0,119.9402560455192,1406.0
20190907,0.0,87577.0,83681.0,25.7,22.6,29.5,17.92,2.8,11.8,6.0,72.9,0.0,0.0,49,98927.0,70.76323319027182,1398.0
20190908,2.482,88012.0,83666.0,24.7,22.9,27.3,0.58,0.0,4.8,1.9,76.9,0.0,0.0,49,96933.0,69.386542591267,1397.0
20190909,3.222,158052.0,150451.0,25.1,22.4,28.0,2.17,0.0,3.6,1.7,74.3,0.0,0.0,49,166573.0,118.3046875,1408.0
20190910,0.822,153047.0,147097.0,23.8,22.1,26.5,19.0,63.2,4.0,2.4,93.4,0.0,0.0,49,162884.0,115.76687988628288,1407.0
20190911,3.682,157435.0,148707.0,24.3,20.4,28.7,6.67,7.6,4.7,3.1,71.4,0.0,0.0,49,169985.0,121.07193732193733,1404.0
20190912,2.106,70545.0,64713.0,21.0,18.7,22.9,10.5,3.9,4.8,2.6,72.3,0.0,0.0,49,75995.0,54.87003610108303,1385.0
20190913,3.272,65934.0,63957.0,23.3,18.3,29.3,0.83,0.1,3.5,1.7,60.4,0.0,0.0,49,62660.0,45.43872371283539,1379.0
20190914,3.23,75755.0,74702.0,22.4,20.8,24.1,3.0,0.3,2.9,1.2,80.0,0.0,0.0,49,75066.0,54.23843930635838,1384.0
20190915,4.17,82768.0,80946.0,24.2,19.5,30.0,0.0,0.0,4.1,1.7,70.4,0.0,0.0,49,87611.0,62.9841840402588,1391.0
20190916,4.9,151311.0,145832.0,24.5,20.7,30.5,0.0,0.0,4.5,2.1,53.0,0.0,0.0,49,156302.0,111.1678520625889,1406.0
20190917,5.068,157029.0,150378.0,23.5,18.0,29.0,0.0,0.0,4.4,2.1,41.6,0.0,0.0,49,162090.0,115.0390347764372,1409.0
20190918,5.162,158636.0,151772.0,21.0,16.0,25.4,0.0,0.0,4.9,3.1,46.0,0.0,0.0,49,163355.0,115.93683463449254,1409.0
20190919,5.042,157500.0,150954.0,19.5,13.6,26.0,0.0,0.0,4.3,1.9,46.5,0.0,0.0,49,160687.0,114.69450392576732,1401.0
20190920,5.042,162700.0,155821.0,19.6,15.8,24.2,0.0,0.0,3.5,2.1,52.8,0.0,0.0,49,163548.0,116.40427046263343,1405.0
20190921,4.812,125870.0,119630.0,19.6,18.3,22.1,0.0,0.0,3.7,2.0,60.3,0.0,0.0,49,124330.0,88.55413105413105,1404.0
20190922,2.444,81424.0,77841.0,18.6,17.3,19.6,6.33,0.4,6.4,3.8,63.4,0.0,0.0,49,85735.0,61.458781362007166,1395.0
20190923,4.862,156567.0,149051.0,20.0,16.9,24.6,0.0,0.0,5.0,2.2,51.1,0.0,0.0,49,158196.0,112.91648822269808,1401.0
20190924,5.174,158336.0,151686.0,19.8,13.9,26.5,0.0,0.0,3.5,1.8,61.3,0.0,0.0,49,160188.0,114.17533856022808,1403.0
20190925,5.024,159161.0,151658.0,20.9,14.8,27.4,0.0,0.0,3.0,1.4,64.4,0.0,0.0,49,163276.0,115.7985815602837,1410.0
20190926,4.974,158458.0,151479.0,22.9,17.7,29.0,0.0,0.0,3.3,1.9,59.3,0.0,0.0,49,162291.0,115.67426942266572,1403.0
20190927,4.954,162863.0,155281.0,22.9,19.6,27.0,0.0,0.0,3.1,1.9,57.5,0.0,0.0,49,163729.0,116.78245363766048,1402.0
20190928,5.002,129375.0,122118.0,23.7,19.4,29.2,0.0,0.0,3.3,1.7,58.9,0.0,0.0,49,126095.0,89.74733096085409,1405.0
20190929,4.612,94117.0,89555.0,22.6,17.9,28.6,0.0,0.0,4.0,1.7,60.6,0.0,0.0,49,96746.0,68.95652173913044,1403.0
20190930,4.918,156668.0,149021.0,22.4,16.4,29.9,0.0,0.0,3.4,1.6,61.0,0.0,0.0,49,160518.0,114.1664295874822,1406.0
20191001,5.114,157465.0,150484.0,23.1,17.6,28.2,0.0,0.0,4.4,1.8,67.1,0.0,0.0,49,161497.0,115.1904422253923,1402.0
20191002,1.596,157516.0,150609.0,21.6,20.0,24.2,14.17,23.1,5.5,3.0,88.0,0.0,0.0,49,165273.0,117.79971489665004,1403.0
20191003,3.478,97778.0,94606.0,22.4,19.8,27.3,8.33,4.6,4.9,2.8,73.4,0.0,0.0,49,101580.0,72.40199572344974,1403.0
20191004,5.004,156025.0,148724.0,22.4,18.0,27.8,0.0,0.0,3.9,2.1,71.5,0.0,0.0,49,158787.0,112.69481902058196,1409.0
20191005,4.42,125652.0,118467.0,18.7,14.7,21.9,3.13,0.6,4.6,2.9,72.6,0.0,0.0,49,121981.0,87.25393419170243,1398.0
20191006,4.688,92105.0,88372.0,18.1,13.2,22.7,0.0,0.0,4.8,2.9,53.4,0.0,0.0,49,93536.0,67.0989956958393,1394.0
20191007,1.296,148769.0,141970.0,14.8,13.3,17.9,17.17,25.4,3.6,1.8,92.0,0.0,0.0,49,155437.0,111.18526466380544,1398.0
20191008,4.498,161428.0,153576.0,14.7,10.6,19.8,0.0,0.0,6.2,2.6,58.8,0.0,0.0,49,162619.0,115.66073968705548,1406.0
20191009,4.314,104970.0,100466.0,13.6,7.7,20.4,0.0,0.0,3.8,1.7,48.3,0.0,0.0,49,103971.0,74.3180843459614,1399.0
20191010,4.42,156263.0,149589.0,15.2,10.7,19.8,0.0,0.0,2.8,1.3,60.9,0.0,0.0,49,159591.0,113.26543647977287,1409.0
20191011,4.78,162113.0,154846.0,18.8,13.0,26.1,0.0,0.0,4.9,1.9,60.0,0.0,0.0,49,164474.0,117.06334519572954,1405.0
20191012,4.546,127822.0,121369.0,17.9,13.3,23.3,0.0,0.0,6.7,3.5,49.3,0.0,0.0,49,125426.0,89.46219686162625,1402.0
20191013,4.212,95150.0,91371.0,17.2,12.1,23.8,0.0,0.0,4.1,1.9,52.6,0.0,0.0,49,96078.0,68.82378223495702,1396.0
20191014,4.244,156005.0,149000.0,14.4,9.5,19.6,0.0,0.0,5.1,2.5,56.9,0.0,0.0,49,158770.0,113.08404558404558,1404.0
20191015,4.668,158442.0,151640.0,14.5,8.8,20.4,0.0,0.0,4.3,1.6,55.6,0.0,0.0,49,161054.0,114.79258731290092,1403.0
20191016,4.498,156144.0,149866.0,14.6,9.0,20.8,0.0,0.0,3.6,1.6,58.3,0.0,0.0,49,160755.0,114.17258522727272,1408.0
20191017,4.508,156980.0,149465.0,15.4,11.2,21.6,0.0,0.0,3.5,1.7,56.0,0.0,0.0,49,159396.0,113.28784648187631,1407.0
20191018,4.61,160571.0,153424.0,17.0,12.0,22.7,0.0,0.0,4.3,2.4,58.3,0.0,0.0,49,162310.0,115.44096728307257,1406.0
20191019,4.566,131102.0,123782.0,17.0,12.1,23.1,0.0,0.0,3.7,1.8,63.8,0.0,0.0,49,129426.0,92.18376068376068,1404.0
20191020,4.296,94287.0,90377.0,16.5,12.0,22.9,0.0,0.0,3.0,1.3,70.3,0.0,0.0,49,95472.0,68.29184549356223,1398.0
20191021,4.468,154902.0,147687.0,17.1,10.9,24.6,0.0,0.0,2.4,1.0,61.0,0.0,0.0,49,156947.0,111.70604982206406,1405.0
20191022,4.96,156758.0,149960.0,18.1,13.3,24.4,0.0,0.0,3.3,1.6,56.1,0.0,0.0,49,158913.0,112.94456289978676,1407.0
20191023,4.81,156181.0,149346.0,17.0,14.3,20.7,0.0,0.0,4.4,2.4,57.3,0.0,0.0,49,160448.0,114.0355366027008,1407.0
20191024,4.948,156767.0,150102.0,18.3,15.3,23.8,0.0,0.0,5.1,2.7,47.6,0.0,0.0,49,159147.0,113.27188612099644,1405.0
20191025,4.394,163136.0,155360.0,16.7,13.1,22.0,1.08,0.0,5.6,2.4,58.0,0.0,0.0,49,162483.0,115.39985795454544,1408.0
20191026,3.802,132289.0,124485.0,10.0,6.6,14.9,0.0,0.0,5.2,2.5,60.0,0.0,0.0,49,127416.0,90.88159771754636,1402.0
20191027,3.456,96675.0,93283.0,11.0,4.7,17.4,0.0,0.0,4.2,1.6,59.0,0.0,0.0,49,94195.0,67.57173601147777,1394.0
20191028,3.362,155833.0,148979.0,12.9,7.4,17.7,2.87,1.7,4.7,2.5,65.9,0.0,0.0,49,158560.0,112.8540925266904,1405.0
20191029,3.774,157563.0,151203.0,12.5,8.2,17.6,0.92,0.1,5.2,2.3,61.0,0.0,0.0,49,158778.0,113.41285714285716,1400.0
20191030,4.206,158951.0,152195.0,11.2,5.0,17.7,0.0,0.0,3.8,1.6,60.3,0.0,0.0,49,161369.0,115.01710620099786,1403.0
20191031,4.056,157556.0,149463.0,14.8,8.4,19.7,0.0,0.0,5.2,2.3,73.8,0.0,0.0,49,159460.0,113.73751783166904,1402.0
20191101,4.194,158827.0,151737.0,14.9,11.4,20.5,0.0,0.0,3.9,1.8,57.9,0.0,0.0,49,160628.0,114.08238636363636,1408.0
20191102,3.776,125986.0,119530.0,13.6,8.3,18.7,0.0,0.0,2.9,1.5,57.3,0.0,0.0,49,123454.0,88.18142857142857,1400.0
20191103,3.838,93540.0,89727.0,14.7,9.4,22.1,0.0,0.0,4.7,2.1,57.8,0.0,0.0,49,94047.0,67.32068718682892,1397.0
20191104,4.138,156542.0,149104.0,13.8,9.2,20.3,0.0,0.0,3.7,2.1,57.8,0.0,0.0,49,156164.0,111.54571428571428,1400.0
20191105,4.07,158805.0,152286.0,12.4,8.4,18.4,0.0,0.0,3.8,1.6,65.1,0.0,0.0,49,159076.0,113.3019943019943,1404.0
20191106,4.01,157841.0,151105.0,11.0,6.3,16.5,0.0,0.0,4.4,1.8,63.6,0.0,0.0,49,160058.0,114.08267997148968,1403.0
20191107,3.822,157547.0,150851.0,9.2,5.0,13.6,0.0,0.0,5.3,2.7,42.8,0.0,0.0,49,159633.0,113.69871794871794,1404.0
20191108,3.544,161574.0,153829.0,6.8,1.1,13.0,0.0,0.0,4.4,1.9,31.4,0.0,0.0,49,160558.0,113.95173882185948,1409.0
20191109,3.31,125871.0,118983.0,9.5,3.5,17.2,0.0,0.0,4.2,1.6,41.4,0.0,0.0,49,123390.0,88.13571428571429,1400.0
20191110,2.266,89367.0,86613.0,10.0,6.2,15.3,3.08,11.8,3.8,2.1,59.6,0.0,0.0,49,90082.0,64.52865329512893,1396.0
20191111,2.926,154177.0,147852.0,11.2,7.9,15.1,4.08,1.1,4.8,2.4,71.6,0.0,0.0,49,157504.0,112.1823361823362,1404.0
20191112,3.492,156663.0,150036.0,9.3,4.8,14.5,0.0,0.0,2.7,1.4,63.6,0.0,0.0,49,159137.0,113.3454415954416,1404.0
20191113,2.1,153406.0,147492.0,7.2,3.0,11.3,5.83,7.5,6.0,2.8,72.3,0.0,0.0,49,162429.0,115.44349680170576,1407.0
20191114,2.286,153786.0,147830.0,1.3,-2.5,5.0,0.0,0.0,5.8,2.9,30.6,0.0,0.0,49,156463.0,111.12428977272728,1408.0
20191115,0.784,155038.0,149102.0,5.6,1.4,7.6,12.33,18.8,3.5,2.0,87.4,0.0,0.0,49,157531.0,112.12170818505338,1405.0
20191116,2.442,122964.0,116333.0,6.8,3.8,12.7,0.0,0.0,3.0,1.6,81.3,0.0,5.33,49,120493.0,86.06642857142857,1400.0
20191117,0.69,81666.0,79461.0,8.3,5.6,10.5,13.58,21.1,6.4,3.1,79.4,0.0,0.0,49,85376.0,60.93932905067809,1401.0
20191118,2.026,153668.0,147232.0,4.6,0.4,12.7,6.25,14.7,7.0,3.9,59.8,0.0,0.0,49,157325.0,112.29478943611706,1401.0
20191119,2.036,155128.0,149461.0,0.2,-3.5,4.0,0.5,0.0,5.8,2.8,48.0,0.0,0.0,49,158496.0,112.64818763326224,1407.0
20191120,2.146,155482.0,149181.0,0.5,-4.6,6.3,0.0,0.0,4.6,1.8,35.5,0.0,0.0,49,161695.0,115.33166904422254,1402.0
20191121,2.38,156194.0,149921.0,4.2,-2.3,9.0,0.0,0.0,4.2,1.9,37.4,0.0,0.0,49,161120.0,114.67615658362988,1405.0
20191122,2.788,160053.0,153140.0,9.7,3.0,17.3,0.0,0.0,4.8,2.1,34.1,0.0,0.0,49,163426.0,116.31743772241992,1405.0
20191123,2.714,124526.0,117527.0,12.1,7.7,17.7,0.0,0.0,3.6,1.8,52.0,0.0,0.0,49,124156.0,88.43019943019944,1404.0
20191124,1.448,87964.0,85046.0,9.8,4.6,15.6,7.58,3.8,6.0,2.2,74.6,0.0,0.0,49,90912.0,64.79828937990021,1403.0
20191125,2.152,154880.0,148285.0,1.9,-1.2,6.0,0.0,0.0,5.9,2.7,62.1,0.0,0.0,49,158636.0,113.31142857142858,1400.0
20191126,2.522,157863.0,151384.0,6.6,1.2,13.7,0.0,0.0,4.5,2.0,64.0,0.0,0.0,49,160812.0,114.7018544935806,1402.0
20191127,2.464,158651.0,151922.0,3.1,0.3,6.8,0.0,0.0,4.6,2.7,50.8,0.0,0.0,49,163696.0,116.50960854092529,1405.0
20191128,2.464,158242.0,151635.0,3.5,-0.6,10.4,0.0,0.0,4.3,2.0,52.4,0.0,0.0,49,159590.0,113.830242510699,1402.0
20191129,2.296,161896.0,154496.0,1.5,-3.4,6.9,0.0,0.0,4.0,2.0,42.8,0.0,0.0,49,161764.0,114.64493267186393,1411.0
20191130,2.082,123824.0,117430.0,4.1,-1.4,9.3,0.0,0.0,3.4,1.7,42.6,0.0,0.0,49,122110.0,87.28377412437456,1399.0
20191201,0.584,83648.0,80574.0,4.6,2.3,6.2,22.0,3.3,4.1,1.6,79.4,0.0,0.0,49,88479.0,63.01923076923077,1404.0
20191202,1.83,153591.0,147364.0,-0.1,-3.2,2.8,0.0,0.0,6.2,3.1,48.0,0.0,0.0,49,155851.0,111.24268379728764,1401.0
